group,queryid,geneid,C_RawCounts,T_RawCounts,C_Meantpm,T_Meantpm,regulation,FoldChange,subjectid,subjectdescription,taxon1,taxon2,taxon5,taxon6,subjectid_2,taxon6_2,bitscore_2,bitscore2_2,keywords_2,subjectdescription_2,FoldChange(log),FoldChange(EBSeq),PPDE,identity,evalue,bitscore,bitscore2,querylength,Alignment_vs_Q_SeqLength,ID,subjectlength,Alignment_vs_S_SeqLength,GO,PFAM,Panther,KEGG,KEGGec,KO,KOGAnnotation,taxon3,taxon4,Taxonomy,GO_2,PFAM_2,Panther_2,KEGG_2,KEGGec_2,KO_2,KOGAnnotation_2
PolyA_DEIso,Salix_HiSeq_c576656_g7_i3,Salix_HiSeq_c576656_g7,147,528,28.67,70.73,Treatment,2.47,SapurV1A.1310s0070.1.p,plasma membrane intrinsic protein PIP2.2,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.1310s0070.1.p;SapurV1A.0141s0050.1.p;SapurV1A.0141s0060.1.p;SapurV1A.0141s0060.2.p;SapurV1A.1310s0080.1.p;Potri.006G128000.1;Potri.006G128200.1;tr|C7E661|C7E661_9ROSI;tr|Q5K120|Q5K120_9ROSI;tr|A9PEP4|A9PEP4_POPTR,Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa,81;82;81;81;81;82;81;81;81;81,95;95;95;95;95;95;95;94;94;94,"[('membrane', 7), ('intrinsic', 7), ('plasma', 6), ('PIP2.2', 4), ('NoDescription', 2)]",plasma membrane intrinsic protein PIP2.2;plasma membrane intrinsic protein PIP2.2;plasma membrane intrinsic protein;NoDescription;Plasma membrane intrinsic protein PIP2.1;Putative plasma membrane intrinsic protein;Uncharacterized protein,0.39,2.37,1.00,95.24,8.00E-19,81,95,409,30.81,0,286,14.69,GO:0005215;GO:0006810;GO:0016020,PF00230,PTHR19139:SF27,0,0,K09872,KOG0223,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005215;GO:0006810;GO:0016020;GO:0005215;GO:0016021;GO:0005215,PF00230;PF00230;PF00230,PTHR19139:SF27;PTHR19139:SF27;PTHR19139;PTHR19139,0;pop:POPTR_0006s13000g,0,K09872;0;K09872;K09872,KOG0223;KOG0223;0
PolyA_DEIso,Salix_HiSeq_c593964_g2_i7,Salix_HiSeq_c593964_g2,194,1024,15.79,65.37,Treatment,4.14,SapurV1A.0021s0220.1.p,tau class glutathione transferase GSTU19,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0021s0220.1.p,Salix purpurea,439,99,"[('tau', 1), ('GSTU19', 1), ('glutathione', 1), ('class', 1), ('transferase', 1)]",tau class glutathione transferase GSTU19,0.62,4.82,0.99,99.09,7.00E-156,439,99,927,71.20,0,220,100.00,GO:0005515,PF02798;PF00043,PTHR11260:SF16,0,0,0,KOG0406,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005515,PF02798;PF00043,PTHR11260:SF16,0,0,0,KOG0406
PolyA_DEIso,Salix_HiSeq_c601536_g5_i1,Salix_HiSeq_c601536_g5,195,1098,17.63,64.44,Treatment,3.65,SapurV1A.1758s0020.1.p,tau class glutathione transferase GSTU50,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.1758s0020.1.p;SapurV1A.1758s0030.1.p;SapurV1A.0096s0170.1.p,Salix purpurea;Salix purpurea;Salix purpurea,324;309;310,98;90;90,"[('glutathione', 3), ('tau', 2), ('transferase', 2), ('GSTU50', 2), ('class', 2)]",tau class glutathione transferase GSTU50;tau class glutathione transferase GSTU50;glutathione S-transferase GST,0.56,3.55,1.00,97.52,2.00E-110,324,98,878,55.01,0,223,72.20,GO:0005515,PF02798;PF00043,PTHR11260:SF16,0,0,0,KOG0406,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005515;GO:0005515;GO:0005515,PF02798;PF00043;PF02798;PF02798,PTHR11260:SF16;PTHR11260:SF16;PTHR11260:SF16,0,0,0,KOG0406;KOG0406;KOG0406
PolyA_DEIso,Salix_HiSeq_c594413_g1_i2,Salix_HiSeq_c594413_g1,81,278,22.18,60.79,Treatment,2.74,SapurV1A.0027s0220.1.p,cinnamyl alcohol dehydrogenase,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0027s0220.1.p,Salix purpurea,64,95,"[('cinnamyl', 1), ('alcohol', 1), ('dehydrogenase', 1)]",cinnamyl alcohol dehydrogenase,0.44,2.89,1.00,93.55,5.00E-13,64,95,252,36.90,0,361,8.59,GO:0016491;GO:0008270;GO:0055114,PF08240;PF00107,PTHR11695:SF285,0,1.1.1.195,K00083,KOG0023,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0016491;GO:0008270;GO:0055114,PF08240;PF00107,PTHR11695:SF285,0,1.1.1.195,K00083,KOG0023
PolyA_DEIso,Salix_HiSeq_c582542_g1_i2,Salix_HiSeq_c582542_g1,90,916,8.79,56.14,Treatment,6.39,SapurV1A.0706s0060.1.p,cytochrome P450 family protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0706s0060.1.p,Salix purpurea,416,93,"[('P450', 1), ('family', 1), ('cytochrome', 1)]",cytochrome P450 family protein,0.81,6.21,1.00,100,6.00E-143,416,93,835,76.89,0,502,42.63,GO:0005506;GO:0009055;GO:0016705;GO:0020037,PF00067,PTHR24298:SF44,0,0,0,KOG0156,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005506;GO:0009055;GO:0016705;GO:0020037,PF00067,PTHR24298:SF44,0,0,0,KOG0156
PolyA_DEIso,Salix_HiSeq_c601536_g2_i1,Salix_HiSeq_c601536_g2,40,217,11.29,52.87,Treatment,4.68,SapurV1A.0096s0190.1.p,glutathione S-transferase GST,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0096s0190.1.p;SapurV1A.1758s0030.1.p;SapurV1A.1758s0020.1.p,Salix purpurea;Salix purpurea;Salix purpurea,77;77;74,100;98;94,"[('glutathione', 3), ('tau', 2), ('transferase', 2), ('GSTU50', 2), ('class', 2)]",glutathione S-transferase GST;tau class glutathione transferase GSTU50;tau class glutathione transferase GSTU50,0.67,5.29,1.00,100,2.00E-18,77,100,237,46.84,0,207,17.87,GO:0005515,PF00043;PF02798,PTHR11260:SF16,0,0,0,KOG0406,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005515;GO:0005515;GO:0005515,PF00043;PF02798;PF00043;PF00043,PTHR11260:SF16;PTHR11260:SF16;PTHR11260:SF16,0,0,0,KOG0406;KOG0406;KOG0406
PolyA_DEIso,Salix_HiSeq_c578584_g9_i1,Salix_HiSeq_c578584_g9,220,846,21.57,52.62,Treatment,2.44,SapurV1A.0855s0100.1.p,hypothetical protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0855s0100.1.p;SapurV1A.2240s0010.1.p,Salix purpurea;Salix purpurea,153;151,100;97,"[('hypothetical', 2)]",hypothetical protein;hypothetical protein,0.39,2.53,0.98,100,2.00E-46,153,100,768,30.47,0,78,100.00,0,0,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,0,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c600230_g6_i1,Salix_HiSeq_c600230_g6,59,482,10.94,52.53,Treatment,4.80,SapurV1A.0071s0410.1.p,UDP-glucose:flavonoid 7-O-glucosyltransferase,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0071s0410.1.p,Salix purpurea,275,88,"[('UDP-glucose:flavonoid', 1), ('7-O-glucosyltransferase', 1)]",UDP-glucose:flavonoid 7-O-glucosyltransferase,0.68,4.33,1.00,99.33,9.00E-91,275,88,451,99.78,0,432,34.72,GO:0008152;GO:0016758,PF00201,PTHR11926:SF15,0,2.4.1.121,K13692,KOG1192,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0008152;GO:0016758,PF00201,PTHR11926:SF15,0,2.4.1.121,K13692,KOG1192
PolyA_DEIso,Salix_HiSeq_c599752_g1_i1,Salix_HiSeq_c599752_g1,118,427,18.85,52.28,Treatment,2.77,SapurV1A.0677s0050.1.p,"glutathione S-transferase, putative",Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0677s0050.1.p;SapurV1A.5347s0010.1.p;SapurV1A.0362s0010.1.p;Potri.016G023200.1;tr|U5FMK1|U5FMK1_POPTR;gi|566208274|ref|XP_006373657.1|;SapurV1A.0677s0030.1.p;tr|B9IHF7|B9IHF7_POPTR;Potri.T149500.1;gi|224137492|ref|XP_002322571.1|,Salix purpurea;Salix purpurea;Salix purpurea;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Salix purpurea;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa,147;145;145;141;141;141;139;139;139;139,94;92;91;87;87;87;85;85;85;85,"[('glutathione', 5), ('putative', 4), ('S-transferase,', 4), ('[Populus', 2), ('trichocarpa]', 2)]","glutathione S-transferase, putative;glutathione S-transferase, putative;NoDescription;Uncharacterized protein;hypothetical protein POPTR_0016s02350g [Populus trichocarpa];Tau class glutathione transferase GSTU24;hypothetical protein POPTR_0016s02370g [Populus trichocarpa]",0.44,3.16,1.00,93.51,2.00E-43,147,94,447,51.68,0,233,33.05,GO:0005515,PF02798;PF00043,PTHR11260:SF16,0,0,0,KOG0406,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005515;GO:0005515;0;GO:0016740,PF02798;PF00043;PF02798;0,PTHR11260:SF16;PTHR11260:SF16;0,0;pop:POPTR_0016s02350g;pop:POPTR_0016s02370g,0,0;K00799,KOG0406;KOG0406;0
PolyA_DEIso,Salix_HiSeq_c584718_g1_i2,Salix_HiSeq_c584718_g1,8,648,0.97,48.14,Treatment,49.66,SapurV1A.0407s0060.1.p,"transmembrane protein, putative",Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0407s0060.1.p;Potri.008G197300.1;tr|B9HM88|B9HM88_POPTR;gi|224100281|ref|XP_002311813.1|,Salix purpurea;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa,148;140;140;140,100;91;91;91,"[('[Populus', 1), ('hypothetical', 1), ('putative', 1), ('At5g18850,', 1), ('co-ortholog', 1)]","transmembrane protein, putative;similar to expressed protein in Arabidopsis thaliana;[ co-ortholog (2of2) of At5g18850, ];Uncharacterized protein;hypothetical protein POPTR_0008s20190g [Populus trichocarpa]",1.70,54.83,1.00,100,8.00E-44,148,100,934,23.45,0,84,86.90,0,0,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0;GO:0016021,0,0,0;pop:POPTR_0008s20190g,0,0,0
